tweet_id	user_id	created_at	text	start	end	span	drug
847701551456047105	184620477	2017-03-31	Please don't tell a woman with HG that Zofran is a big no and Diclegis works perfectly if you take it consistently.	39	45	Zofran	zofran
847701551456047105	184620477	2017-03-31	Please don't tell a woman with HG that Zofran is a big no and Diclegis works perfectly if you take it consistently.	62	70	Diclegis	diclegis
703635267631054848	177251944	2016-02-27	@rozinck Awesome news! Warfarin adjustment can be a pain in the butt for the first few weeks/months but hopefully they will level out soon.	23	31	Warfarin	warfarin
811329296157569024	19546372	2016-12-20	@ashbergh Antibiotics make me even more hungry. Piggy:)	10	21	Antibiotics	antibiotics
903151752307892228	2325283274	2017-08-31	i need to get on birth control faaaaaaaassssst because this nigga be trying it 😩	17	30	birth control	birth control
323094973950087168	24324898	2013-04-13	I was thinking about slipping my dog a little ambien &amp; just pulling her teeth myself. #thingsmymothersays #fb	46	52	ambien	ambien
535682726766985216	203224571	2014-11-21	Benadryl, bedtime snack, and New Girl. The party is getting real.	0	8	Benadryl	benadryl
421170705892642816	2233368694	2014-01-09	Taking #Zofran before bed helps me not puke in the morning, but I still feel nauseous all day. #pregnant	8	14	Zofran	zofran
708837488647741440	177251944	2016-03-13	@frenchfries1970 Been there. It sucks. Do you have any Gaviscon??	55	63	Gaviscon	gaviscon
615550198090219520	1959451166	2015-06-29	I hate these prenatal vitamins. They are so hard to swallow 😭😭	13	30	prenatal vitamins	prenatal vitamins
683604776353845248	131689562	2016-01-03	I don't have my nausea pills for tonight.. so I'm probably going to die tomorrow... 😳	16	28	nausea pills	nausea pills
818653724923064321	2511267649	2017-01-10	@yinyahya because i support weed. not tobacco. not cancer. not nicotine. weed is what you need.. not tobacco.	63	71	nicotine	nicotine
779859453164326912	18851743	2016-09-25	Doling out tums one by one to pregnant ladies is some real bullshit, Vanderbilt	11	15	tums	tums
692121331261915136	177251944	2016-01-26	@jerryleewilson I don't envy you. Sinus congestion/infections/inflammation is so painful. Until you experience it you don't realize #Sudafed	133	140	Sudafed	sudafed
476772969759670272	23474083	2014-06-11	#WellnessWednesday: 5 Ways to Ease a Hangover! Shop vitamin B → http://t.co/3vRMFbUc2A #health #hangover #HumpDay http://t.co/wsi3Vx42wb	52	61	vitamin B	vitamin B
482226216502431744	23474083	2014-06-26	#HDSpecial! @Cellucor: Buy 1 COR Creatine, Get 1 50% OFF! Shop Now → http://t.co/z5r0UEokcr	29	41	COR Creatine	COR creatine
473877646276038657	23474083	2014-06-03	Have you tried Gotu Kola? There's so many benefits! Shop now → http://t.co/LUX31OvS4G #health #droz #TipTuesday http://t.co/4UmbI1U0kk	15	24	Gotu Kola	gotu kola
735615125974089733	177251944	2016-05-25	@smitten_kitten_ Hope you aren't too swollen tomorrow!!! I've as much as possible for the first 24 hours!! And don't skip the Advil 😉	126	131	Advil	advil
783486626232238080	177251944	2016-10-05	My man cold from last week had actually progressed to a full fledged ear infection. Hoping these antibiotics kick in soon.	97	108	antibiotics	antibiotics
425129436703227904	23474083	2014-01-20	Retweet if you take #melatonin. http://t.co/EQ5Zjt7bjz	21	30	melatonin	melatonin
716026657551810561	1624005649	2016-04-01	#NowPlaying Nicotine and Alcohol Saved My Life by Deaf Havana ♫ https://t.co/zFOY1Zc1dY	12	20	Nicotine	nicotine
326769531789910016	18660643	2013-04-23	I'm on day 5 of Lupron and the only significant symptom I'm feeling is that my bones hurt :| My shoulder and hips... http://t.co/SuarPZ2Tr8	16	22	Lupron	lupron
726960315120926722	177251944	2016-05-02	Chewing these like a champ to get through this game. #stress #Gaviscon #raptors https://t.co/87iJHFvumz	62	70	Gaviscon	gaviscon
558077901476995074	1671438583	2015-01-22	Bloody toothache keeping me awake painkillers aren't working swirling brandy isn't working. I need sleep.	34	45	painkillers	pain medicine
870703775735926784	184620477	2017-06-02	After 17.5 weeks, I said goodbye to my Zofran pump yesterday. I think I'm gonna miss that guy for the rest of this pregnancy. #hglife	39	45	Zofran	zofran
730468623114997760	252235856	2016-05-11	@___princessBRE I don't want an epidural 😂😂😭 I swear I'm sooo serious. I already made my birth plan, I don't want them asking me about an	32	40	epidural	epidural
888575510825107456	2720032941	2017-07-22	@shyne____ Yeah, I got percs. Ion even take them things thou ion like the feeling.. I took one and felt like I was on cloud 1000..😂😂	23	28	percs	percocet
491669814059208704	2654172200	2014-07-22	I had my eye removed today! Feels much better... had som tea and am now sleeping off my anaesthetic :)… http://t.co/CboYqSarxZ	88	99	anaesthetic	anesthetic
703951224828256256	177251944	2016-02-28	This heartburn is real. Nexium Gaviscon and Tums can't even fight it. Damn wings. They get me every time!	24	30	Nexium	nexium
703951224828256256	177251944	2016-02-28	This heartburn is real. Nexium Gaviscon and Tums can't even fight it. Damn wings. They get me every time!	31	39	Gaviscon	gaviscon
703951224828256256	177251944	2016-02-28	This heartburn is real. Nexium Gaviscon and Tums can't even fight it. Damn wings. They get me every time!	44	48	Tums	tums
868008928931717120	266291909	2017-05-26	I really don't want to get out but I don't think I'll ever get back to sleep if I don't go buy some tums. 😭🤰🏻	100	104	tums	tums
619329784028528641	2557491804	2015-07-10	Thank you tylenol for doing absolutely nothing for my contractions😒	10	17	tylenol	tylenol
480702835936722944	253887404	2014-06-22	I've been so dead set against getting the epidural..but FUUUUUUUCK this hurts worse than being hit by a car.	42	50	epidural	epidural
539106187086925825	2799031971	2014-11-30	@MommyDanika I've done the bath tub, heating pad, and Tylenol. They won't go away. It's miserable. I was up all night crying.	54	61	Tylenol	tylenol
891327850384691200	2459971471	2017-07-29	I'm going to be so drained today I forgot to take my iron pill ☹️.	53	62	iron pill	iron pill
401441627904147456	23474083	2013-11-15	Jeremiah does a review on Melatonin! Coming soon on our youtube channel :) http://t.co/r32GY9eJzc	26	35	Melatonin	melatonin
726219538161782784	2611021686	2016-04-30	The ambien kicked in and Karen is here talkin my head off I'm about to throw my remote at her forehead	4	10	ambien	ambien
556871191336464385	2799031971	2015-01-18	I'm so scared that my epidural is not gonna work 😭😭 I'm in full panic mode.	22	30	epidural	epidural
719743128740102144	2225738424	2016-04-12	@JazzyPooh_14 I even drink it to take my prenatal pills, I'm a weirdo😂	41	55	prenatal pills	prenatal vitamins
739619878244634624	177251944	2016-06-06	@HfxJohnny BODY GLIDE before you walk. If it's red and irritated afterwards some Hydrocortisone cream always helps with short term use.	81	101	Hydrocortisone cream	hydrocortisone cream
811998447360471040	165916824	2016-12-22	@hamblin_harlie no they're holding off until 4 bc the nurses didn't give me enough gels last night &amp;started me late on pitosin today 🙄😭	123	130	pitosin	pitocin
763786038967988224	252235856	2016-08-11	@Chocolate_jade_ oh lawd😭😭 that's kinda why I want to get the epidural 😩 so I won't feel stitches 😂	62	70	epidural	epidural
747629429577367552	193027294	2016-06-28	Sprite and Zantac.. Maybe 🍕 wasn't the best idea. 😂  #pregnancyissues #itsnotrainbowsandunicorns	11	17	Zantac	zantac
856890026205958144	184620477	2017-04-25	My iron pill makes me me feel crappy as heck. 🙄	3	12	iron pill	iron pill
555223860044263425	2799031971	2015-01-14	Bout to be in a Benadryl induced coma 😴	16	24	Benadryl	benadryl
803229356172656641	252235856	2016-11-28	@PrettyAnd_Tall 🤔🤔 I might get the IUD then 😭😭😂	35	38	IUD	IUD
847555554847412225	251918855	2017-03-30	So much information on vaccines. Oh my.	23	31	vaccines	vaccines
420573248443912193	18660643	2014-01-07	Balloon is out and it did its job... I'm now at 5cm and we've just started a little pitocin :)	84	91	pitocin	pitocin
855318461920051200	184620477	2017-04-21	I can't stomach prenatals or any other vitamins to help, so being able to stomach something nutritious for my baby is a big thing to me. ❤️	16	25	prenatals	prenatals
855318461920051200	184620477	2017-04-21	I can't stomach prenatals or any other vitamins to help, so being able to stomach something nutritious for my baby is a big thing to me. ❤️	39	47	vitamins	vitamins
635949425538392064	23707743	2015-08-24	@DAMchildsmom he's been ok'd my his doc to take baby Benadryl.... Just saying.	53	61	Benadryl	benadryl
758766128948715522	19546372	2016-07-28	Blonde, Botox, boobs. Fat cunt will love her.  #CelebrityBigBrother	8	13	Botox	botox
419004563631665153	2233368694	2014-01-03	I take a baby aspirin every night before bed, for my #FactorVLeiden, and I throw it back up every morning #fvl #pregnancyproblems #conundrum	9	21	baby aspirin	baby aspirin
290668589529309185	24324898	2013-01-14	@jennabennabear @RaynaJaye sudafed .	27	34	sudafed	sudafed
672441813966417920	166065099	2015-12-03	Soo about to see how this castor oil works 😂 come on Mason.	26	36	castor oil	castor oil
783166304811376641	252235856	2016-10-04	They say if you take a Benadryl it'll knock you and your baby out, only my child will be in my belly having a dollar party still 🙄	23	31	Benadryl	benadryl
833171600019124224	184620477	2017-02-19	My zofran pump is my biggest insecurity right now, but it saved mine &amp; my babies life. That usually helps me ignore the stares💕#hyperemesis	3	9	zofran	zofran
754474500041875456	177251944	2016-07-17	Laying in from of the TV listening to the campfire channel on TV. My Saturday nights have become so tame. #PJs #water #Gaviscon	119	127	Gaviscon	gaviscon
229720787731488768	27153940	2012-07-29	Tums are my new best friend	0	4	Tums	tums
750961697716834304	177251944	2016-07-07	Heartburn woke me up at 4:30am. C'mon Gaviscon, do your thing!!	38	46	Gaviscon	gaviscon
430874815571193856	2233368694	2014-02-05	A horrible migraine kept me from working a full day at work. Also, half my department has the flu. Hopefully my flu shot works!!	112	120	flu shot	flu vaccine
396081700759162880	18660643	2013-11-01	I liked a @YouTube video http://t.co/BQZgSflNlV Lupron self injection.. Yikes!	48	54	Lupron	lupron
556106113197023232	2333890110	2015-01-16	@Audii_5000 awwe mane where that epidural at 😩😩	33	41	epidural	epidural
770072998334324738	464229717	2016-08-29	@goodvibesbritt best advice you can ever get, drink a gallon of water and take a Tylenol before you go out love!! Lol happy early bday🍻🍺🍻🍺🍻	81	88	Tylenol	tylenol
716070014416134144	208231808	2016-04-02	@landon707 It's an old one &amp; absolutely absurd. Type 1 diabetics go on insulin to save their lives. They don't magically develop DM from GMO	75	82	insulin	insulin
874313666212106240	441759984	2017-06-12	Jesus Christ how did I let myself run out of painkillers??  Fuuuuuuuck I can barely move out of bed!	45	56	painkillers	painkillers
742826616355721216	20229575	2016-06-14	I can't type properly tonight! Too much TV and flu medication... I'm going back to my sofa home.	47	61	flu medication	flu medication
789125795088306178	539178650	2016-10-20	The only thing I hate about IUD are the cramps 💆🏻 like wtf I feel like imma die sometimes	28	31	IUD	IUD
854483639429734401	539178650	2017-04-18	I don't get it all the other doctors said she was good so I'm not giving her stupid steroids it's gonna make her overweight	84	92	steroids	steroids
571867450121191424	60440414	2015-03-01	Pregnancy Accomplishments? Finished off a large bottle of Tums.	58	62	Tums	tums
590750866971459584	60440414	2015-04-22	@CanadianKelli I sucked back so much entonox over the labour I had a massive hangover the next day.	37	44	entonox	entonox
453184960027848704	1025811572	2014-04-07	tylenol is gay af.	0	7	tylenol	tylenol
459201596447272960	220948289	2014-04-24	@CALiFOREiGN_ASS how was I supposed to know? It's one full bottle and a few pills in the other. Gotta find them. You can have them.	76	81	pills	pills
590753231095128064	60440414	2015-04-22	@CanadianKelli well nitrous.. those college boys did straight nitrous.oh lord.	20	27	nitrous	nitrous oxide
590753231095128064	60440414	2015-04-22	@CanadianKelli well nitrous.. those college boys did straight nitrous.oh lord.	62	69	nitrous	nitrous oxide
710304217366331392	208231808	2016-03-17	@dailydairydiary the burn is real. I am having a hard time breathing. Need my Tums to kick in 😖	78	82	Tums	tums
390152408174579712	124393044	2013-10-15	@claudiduh Aww, thanks for the encouragement! You took antibiotics and it took care of it?	55	66	antibiotics	antibiotics
778008085822631936	109506129	2016-09-19	And dnt be mad cause my relaxer look bomb and i got a head full of hair... eat u some prenatals...	86	95	prenatals	prenatal vitamins
546866202073894912	149219188	2014-12-22	Keep tellin ppl ian getting da epidural. Lol	31	39	epidural	epidural
673703339331207168	15954214	2015-12-07	@KyFaSt I'm totes fine - just need a Tylenol and to teach my dog some compassion 😂	37	44	Tylenol	tylenol
462457229648855040	1025811572	2014-05-03	@Ms_Laela epidural is for quitters. lol.	10	18	epidural	epidural
625285153552793600	70483719	2015-07-26	@Noct_Harley yep. Antibiotics &amp; prayers that it passes &amp; doesn't spread to my other ear since I took all of my vacation time already.	18	29	Antibiotics	antibiotics
703463465218736128	1465089974	2016-02-27	Not sure if I should ask for my epidural already or not... I'm so scared of how much pain it's gonna be!!!! 😔	32	40	epidural	epidural
590752915935129600	60440414	2015-04-22	@CanadianKelli I used the entonox for hours. Sucked back two portable tanks. Couple hours post birth. Massive headache and eye pain.	26	33	entonox	entonox
541345749531762688	60440414	2014-12-06	@Huntersprize I took the 'Canadian version' of Unisom and thankfully slept decently with just the regular bathroom breaks haha	47	53	Unisom	unisom
809480209854595073	539178650	2016-12-15	Told me to make friends with other real housewives of Brentwood so we could talk about rich husbands and Botox 😭😂	105	110	Botox	botox
794036802378035200	1427054106	2016-11-03	@xmermaidmama you can try vitamins for Olivia! Hudson has taken vitamins since the NICU &amp; it helps him gain weight	26	34	vitamins	vitamins
794036802378035200	1427054106	2016-11-03	@xmermaidmama you can try vitamins for Olivia! Hudson has taken vitamins since the NICU &amp; it helps him gain weight	64	72	vitamins	vitamins
809209959355449344	1143892999	2016-12-15	@_JasmineMilan 🤔 you must have got an epidural?	38	46	epidural	epidural
825346965349203968	2397956004	2017-01-28	My little Ains is under the weather. She is has viral tonsillitis. They don't give antibiotics… https://t.co/Rrm2sww15d	83	94	antibiotics	antibiotics
501869089741352960	46816774	2014-08-19	@DeeJacksonVille Braylon and yep with the help of epidural keeping the pain away	50	58	epidural	epidural
781093401815113728	1591899259	2016-09-28	@ChloeMugg I'm allowed gravol for nights I can't get to sleep. Not as strong as good stuff but something?	23	29	gravol	gravol
862676269862965248	51921787	2017-05-11	If anyone tells you that the epidural won't make your back hurt. THEM HOES ARE LYING. My lower back has been in pain since.	29	37	epidural	epidural
389125630664904704	1025811572	2013-10-12	my birth control patch has made my tits huge as fuq 🙏 #thankyou	3	22	birth control patch	birth control patch
813777291385962496	109506129	2016-12-27	@_jasmineyvonne Hey! He is sleep... still has a Lil anesthesia... but had 2 bottles of Pedialyte and hasn't thrown up... might be home today	52	62	anesthesia	anesthesia
651053302495313920	208231808	2015-10-05	Off to get my flu shot at work today, want to get a head start at building my immunity to protect me and baby! #getyourflushot	14	22	flu shot	flu shot
407420810555445248	1115191412	2013-12-02	Yeah im allergic to codiene *idunno if I spelled that right* I learned that the hard way	20	27	codiene	codeine
615268215393009664	45234672	2015-06-28	Steroid injections sting like a trooper!! I don't mind needles but frig me the liquid hurts!!	0	17	Steroid injection	steroid injection
402650091506257920	1241876251	2013-11-19	“@lilduval: U got a birth control shot so u wouldn't get pregnant. Now you fat and look pregnant from the side effects.” 😂😂😂 LOL!	20	38	birth control shot	birth control shot
485887997758287872	285855751	2014-07-06	I need some tums	12	16	tums	tums
632272542154158080	1465089974	2015-08-14	Me &amp; baby are sick 😔 I have strep throat &amp; I'm taking Tylenol for fever... 😢 Pray for us 💔	62	69	Tylenol	tylenol
740919213745836032	1591899259	2016-06-09	@ChloeMugg I got asked if I tried ginger... I'm on 8 pills of diclectin a day... yeah, I've tried everything!	62	71	diclectin	diclectin
754354661885304836	595051318	2016-07-16	@mrrrager oh nooo!! Do you take anything for it? I have to take 150mg Zantac twice a day &amp; drink gaviscon extra strength whenever I need..	70	76	Zantac	zantac
754354661885304836	595051318	2016-07-16	@mrrrager oh nooo!! Do you take anything for it? I have to take 150mg Zantac twice a day &amp; drink gaviscon extra strength whenever I need..	101	109	gaviscon	gaviscon
787211134084390912	1427054106	2016-10-15	Hudson is FINALLY off his antibiotics &amp; his IV drip 👏🏼🙌🏼 one step closer to coming home	26	37	antibiotics	antibiotics
789341187354218496	1427054106	2016-10-21	@alison_buck239 they might give you steroids to help her lungs &amp; another medication that will stop contractions, that usually works!	36	44	steroids	steroids
899705327922405377	441759984	2017-08-21	The caffeine pills have finally worn off, time to get a half hour nap before James wakes up again	4	18	caffeine pills	caffeine pills
804074902391312387	539178650	2016-11-30	Imma get Botox so my brows can be snatched like @Amrezyyy	9	14	Botox	botox
742948225452216320	431145629	2016-06-15	Staying in the hospital tonight.Diagnosed with preeclampsia.Was given shotsto make her lungs grow faster, and hoping she stays baking longer	70	75	shots	shots
772623794422751233	595051318	2016-09-05	I'm all like babe I love you but stay the fuck away from me  *throws Tylenol &amp; wet rag from across room* &amp; sleep on the couch tonight  🙃	69	76	Tylenol	tylenol
487091494348529665	1241876251	2014-07-10	These new prenatal vitamins make me sick. 😖	10	27	prenatal vitamins	prenatal vitamins
487268866964193280	1485346748	2014-07-10	“@ifunnyorfact: Women who pretend to like football are the same women who pretend to be on birth control.” 😂😂	91	104	birth control	birth control
437845900954595329	1650749720	2014-02-24	My diet consists of adderall for breakfast, beer for dinner, &amp; cake pops for bed time snack. So I should be skinny again soon.	20	28	adderall	adderall
696806687265525760	15954214	2016-02-08	Maintaining my most minimal level of regular activity is becoming so hard 😭 + tylenol/naps no longer fix everything. Just sore foreverrrrr 😵	78	85	tylenol	tylenol
685784885060046848	70483719	2016-01-09	@Noct_Harley God knows I need that. Will need to check my prenatal &amp; daily multivitamin to see if I need more	58	66	prenatal	prenatal
685784885060046848	70483719	2016-01-09	@Noct_Harley God knows I need that. Will need to check my prenatal &amp; daily multivitamin to see if I need more	79	91	multivitamin	multivitamin
818146209965756416	2281110864	2017-01-08	these prenatal vitamins got me feeling sick ):	6	23	prenatal vitamins	prenatal vitamins
807848827323641856	539178650	2016-12-11	Like you know how I'm extra cause I don't need Botox cause I don't have wrinkles but I got it to stop them in case lmao	47	52	Botox	botox
816575487782723584	4745862650	2017-01-04	I wanna have my son natural w no epidural . that back pain it leave you w unt unt I already had back problems before him	33	41	epidural	epidural
503623551266856960	2163434472	2014-08-24	The fact that i didn't take my pill by accident lastnight and im insanely sick today.. #woops	31	35	pill	pill
477316405545533440	285855751	2014-06-13	I swear I think I'm the only person who's prenatal pills makes them feel sick af!!	42	56	prenatal pills	prenatal pills
844262638515359744	101829949	2017-03-21	Told Jordan to bring me Tylenol &amp; a phenergen &amp; just realized he gave me two Tylenol pm.. its only 2 and I got no sleep last night. Not good	85	95	Tylenol pm	tylenol pm
831807812653170689	21343364	2017-02-15	And all because I said she couldn't have her brothers epilepsy meds! https://t.co/xPQNgo8S6g	54	67	epilepsy meds	epilepsy medication
676891658508570624	208231808	2015-12-15	Cannot understand how a nurse accepts and approves of GMO insulin for diabetics, but says GMO crops are poisonous? #facepalm #lostthebattle	58	65	insulin	insulin
727884088225370113	1591899259	2016-05-04	@zuzuhaha thanks, I'm 16wks &amp; still taking diclectin... so eventually I'll feel wonderful :)	47	56	diclectin	diclectin
490399606216204289	1241876251	2014-07-19	I sleep next to a bottle of tums. #fuckheartburn #kissmyASS	28	32	tums	tums
197728267426467840	115285374	2012-05-02	#HeadDesk of the day, courtesy of the #RiteAid website. You better run a deal on headache meds, RiteAid. You owe me. http://t.co/xHQz26wm	81	94	headache meds	headache medication
845195625486438400	583610519	2017-03-24	Y'all can give me more Ambien if y'all like. 😂	23	29	Ambien	ambien
725263602605682689	1087305673	2016-04-27	Ended up getting an epidural and I feel great. Time to try to get some sleep.	20	28	epidural	epidural
484507426457419777	1025811572	2014-07-03	my pain meds don't even work for me anymore ): this sucks.	3	12	pain meds	pain meds
495381907585388546	1025811572	2014-08-02	Thank god, hallelujah for percocet.	26	34	percocet	percocet
661090686062559234	726992034	2015-11-02	Once I have my son I'm getting the nexplanon because it has no side effects I do t want to get fat like other people	35	44	nexplanon	nexplanon
372131302440325120	1650749720	2013-08-26	Sorry I just slammed that energy drink, fetus. This house HAS to get clean &amp; because of you they took away my adderall.	114	122	adderall	adderall
713188600301522945	4751455086	2016-03-25	@chaydintaylor VitaFusion prenatal gummies w/ all the flavors is literally so delicious, I could overdose😅	15	42	VitaFusion prenatal gummies	vitafusion prenatal gummies
802583053734445056	1143892999	2016-11-26	I'm still amazed how fast that castor oil worked... I literally took it at 11:30pm and my water broke at 4:30am 🙌🏾	31	41	castor oil	castor oil
642110071871291393	70483719	2015-09-10	Holy heartburn! Already took a dose of Tums and still raging! Send help &amp; antacids!!	39	43	Tums	tums
642110071871291393	70483719	2015-09-10	Holy heartburn! Already took a dose of Tums and still raging! Send help &amp; antacids!!	78	86	antacids	antacids
651201426274684929	21752467	2015-10-06	Stephanie sounds like she needs some decongestant! #RAW	37	49	decongestant	decongestant
589836382274740224	1106419609	2015-04-19	@charliicl I am burping him a few times through feed. Just put infacol on my asda delivery. Thanks for reminding me about it!	63	70	infacol	infacol
748416137961037824	15723171	2016-06-30	So ill with flu/cold symptoms I can barely lift my head! Anyone know of any preggo-friendly remedies (besides paracetamol)? 😰	110	121	paracetamol	paracetamol
684818764421029888	46677996	2016-01-06	@chassidyyann he said I was dehydrated which could cause the cramping so I got some fluids and antibiotics	95	106	antibiotics	antibiotics
534956275906273281	60440414	2014-11-19	@frugalyegmama did you have the actual shot or the nasal spray?	39	43	shot	shot
534956275906273281	60440414	2014-11-19	@frugalyegmama did you have the actual shot or the nasal spray?	51	62	nasal spray	nasal spray
800557939207577600	1143892999	2016-11-21	The FACT I drunk this castor oil shit twice don't make no fucking sense... I wouldn't wish that on my worst enemy 😷	22	32	castor oil	castor oil
799450815572430849	109506129	2016-11-18	High af off the morphine... lol	16	24	morphine	morphine
855595397506584577	539178650	2017-04-22	I hate that I had to get a C section because now my back kills me from the epidural I had to get	75	83	epidural	epidural
581341654562426880	3094918674	2015-03-27	@t_keeenom That's what I'm nervous about,bc I sleep so damn much ! Did you get an epidural?	82	90	epidural	epidural
789840246141755392	539178650	2016-10-22	But I got my IUD just in case lmfao Rosie's going to be an only child	13	16	IUD	IUD
791810766584188928	1427054106	2016-10-28	Has anyone gotten the depo shot? If so, what's your opinion on it? 🤔	22	31	depo shot	depo shot
743467441217363968	595051318	2016-06-16	My 4th Rhogam shot hurt just as bad as my 1st one. O negative blood is a blessing &amp; a curse. #crybaby	7	18	Rhogam shot	rhogam injection
818553256154726400	45416544	2017-01-09	@callathekitten She is currently on a morphine drip &amp; hospice is taking over. trying to just make her comfortable at this point.	38	46	morphine	morphine
177898310420545536	115285374	2012-03-08	However, if I paired the wine with some muscle relaxers, I might have a greater understanding of what it's like to be Rush Limbaugh... #Hmmm	40	55	muscle relaxers	muscle relaxers
180300105583296514	115285374	2012-03-15	Just started on my second venti iced coffee from #Starbucks. Drowsiness is INDEED a side effect of muscle relaxers! =(	99	114	muscle relaxers	muscle relaxers
407566165473386496	629467382	2013-12-02	#ad Are you good about taking #vitamins? #HealthYourself and try out a supplement recommender to find your best bets! http://t.co/bLuFFHSbuf	31	39	vitamins	vitamins
593113950054522881	726992034	2015-04-28	Birth control ✔️ Prenatal ✔️	0	13	Birth control	birth control
792516839469264896	595051318	2016-10-30	When your birth control alarm goes off &amp; wakes the baby that just fell asleep... it reminds you why you take birth control in the 1st place.	10	23	birth control	birth control
792516839469264896	595051318	2016-10-30	When your birth control alarm goes off &amp; wakes the baby that just fell asleep... it reminds you why you take birth control in the 1st place.	113	126	birth control	birth control
